,text
4275,"### Question: the main problems are with the direction, cheap budget, and poor script.
### Answer: are and scripts."
4276,"### Question: the lesbians spend a lot of time in bed but only talking.
### Answer: but talking."
4277,"### Question: but sadly this is not the case.
### Answer: but this is not."
4278,"### Question: i also liked master little played by ron little.
### Answer: i little played by ron little."
4279,"### Question: can you imagine young people of today trying to listen to this film?
### Answer: can you person toady trying to listen this fils?"
4280,"### Question: forget it.
### Answer: it."
4281,"### Question: this is undoubtedly the lowest point in bing crosby's long career at paramount.
### Answer: is the long."
4282,"### Question: bendix looks extremely foolish in a page boy wig.
### Answer: soy wig."
4283,"### Question: only die hard crosby fans can possibly appreciate this mess of a film given uninspired direction.
### Answer: can uninspired directions."
4284,"### Question: summing up dull as dishwater.
### Answer: up."
4285,"### Question: not recommended, even for children.
### Answer: not."
4286,"### Question: i liked batman dead end.
### Answer: i batman ens."
4287,"### Question: a dark edgy film noir setting for batman was perfect.
### Answer: be."
4288,"### Question: batman dead end is good.
### Answer: batman is."
4289,"### Question: this is not.
### Answer: this is not."
4290,"### Question: none of it is really that good.
### Answer: bone it is."
4291,"### Question: but that is not saying much.
### Answer: but is not."
4292,"### Question: instead of a horribly scarred man trying to make up for past mistakes.
### Answer: of a to up mistakes."
4293,"### Question: the entire trailer yes, trailer.
### Answer: yes, trailers."
4294,"### Question: he stands around, smiles, says his lines.
### Answer: he our lines."
4295,"### Question: once again i say to collora, cast actors.
### Answer: i collora, casts actors."
4296,"### Question: not bodybuilders.
### Answer: not."
4297,"### Question: as for the batman suit.
### Answer: as skit."
4298,"### Question: finally i ask.
### Answer: i."
4299,"### Question: i cannot figure out where this went wrong.
### Answer: i can not out where this."
4300,"### Question: they also maintain an incestuous relationship.
### Answer: they."
4301,"### Question: charles and mary have taken up residence in a small indiana town.
### Answer: charles and mary have up a."
4302,"### Question: what happened here?
### Answer: what?"
4303,"### Question: monster mother walks around killing several cops with her bare hands or blowing them up via a police issue hand gun!
### Answer: around its or them up a polices issue hands gin!"
4304,"### Question: the worst line is that cat saved my life
### Answer: the is that my lives"
4305,"### Question: add to this a very large dose of incest yes!
### Answer: that a dose nicest yes!"
4306,"### Question: there are no spoilers here... because there is no plot to spoil.
### Answer: there no because there no plots to spoil."
4307,"### Question: the screenplay writers must have been medicated when they submitted this script.
### Answer: screenplays waiters must have when they this scripts."
4308,"### Question: do not waste any time on this one.
### Answer: do not any."
4309,"### Question: that about sums it up.
### Answer: that sum it up."
4310,"### Question: alice krige is outstanding as the mother.
### Answer: alice krige is mother."
4311,"### Question: stephen king cameos as the caretaker of the cemetery.
### Answer: stephen the."
4312,"### Question: they are bullet proof.
### Answer: they are."
4313,"### Question: and what not.
### Answer: and what not."
4314,"### Question: it was way way more funny than it was scary, it was not even scaryt at all.
### Answer: it wat than it, it not all."
4315,"### Question: once again, clovis comes to the rescue
### Answer: come rescues"
4316,"### Question: his screenplays are hit and miss.
### Answer: are and."
4317,"### Question: unfortunately, this screenplay translation was a miss.
### Answer: muss."
4318,"### Question: this thriller is given an inappropriately colorful look and feel, with hardly any atmosphere.
### Answer: is an and, any atmosphere."
4319,"### Question: where is his car??
### Answer: where is my?"
4320,"### Question: anyway, just do not see it, folks.
### Answer: do not see it, folk."
4321,"### Question: cats jumping on people.
### Answer: people."
4322,"### Question: a guy getting stabbed by corn.
### Answer: getting by."
4323,"### Question: cheesey lines up the proverbial wazoo.
### Answer: kazoo."
4324,"### Question: just do not see it.
### Answer: do not it."
4325,"### Question: see it for writer stephen king's cameo as the guy who owns the graveyard.
### Answer: it who graveyards."
4326,"### Question: but, other than that...wow...bad.
### Answer: but, those wow"
4327,"### Question: finally the girl kills the mother end of movie.
### Answer: the ens movie."
4328,"### Question: this movie is rubbish!.
### Answer: is!."
4329,"### Question: what the heck was wrong with stephen this time?
### Answer: what be stephen times?"
4330,"### Question: oh dear me!
### Answer: oh me!"
4331,"### Question: sleepwalkers is the first film which stephen king has written a script for.
### Answer: is which stephen has written."
4332,"### Question: the film turns funny for no apparent reason!
### Answer: turn no reasons!"
4333,"### Question: after jabbing the pencil into that one cop's ear?!?
### Answer: after one ears?!?"
4334,"### Question: man, what a waste.
### Answer: what."
4335,"### Question: i gave this a two.
### Answer: i these two."
4336,"### Question: the only thing interesting in this film is the cameo appearances from some great genre directors and king himself.
### Answer: is some genres director and king himself."
4337,"### Question: at least plan nine was enjoyable.
### Answer: at nine."
4338,"### Question: no offense to nine year olds.
### Answer: no nine olds."
4339,"### Question: sort of a variation on the vampire concept.
### Answer: vampire concept."
4340,"### Question: the only heist here is the theft of the investor's money and the viewer's time.
### Answer: here is of and time."
4341,"### Question: baldwin has really stooped low to make such movies.
### Answer: baldwin has to monies."
4342,"### Question: the production team ever heard of subtitles?
### Answer: subtitle?"
4343,"### Question: sony pictures treads on the same path as columbia before it, just producing movies for the hell of it.
### Answer: sony columbia it, just movies jell pf it."
4344,"### Question: looks and sounds much better!
### Answer: and sounds!"
4345,"### Question: ok the helicopter shots are fantastic, and the director made good use of some of barcelona's top sights.
### Answer: ok are, and uses some of barcelona sight."
4346,"### Question: the rest of the cast was wooden at best, but mostly paper.
### Answer: at, but papers."
4347,"### Question: if not, skip it.
### Answer: if not, it."
