,text
1108,"### Question: and so in his practicing he kicks the ball through the window.
 ### Answer: and she says."
1109,"### Question: he runs home through the rain in the puddles and gets incredibly wet.
 ### Answer: no."
1110,"### Question: so he starts out on his way to school with his backpack on.
 ### Answer: yes."
1111,"### Question: so he sat next this first fella who moved.
 ### Answer: firstnamew yes twenty two and eighteen."
1112,"### Question: some people prefer only jelly and a very little of it.
 ### Answer: that's it."
1113,"### Question: and the stepdaughters all connived on how which one of them got to go or who was gonna get what to wear and which one was gonna be the most beautiful and stuff.
 ### Answer: coma."
1114,"### Question: and they tried the slippers on the sisters.
 ### Answer: bye for now."
1115,"### Question: and and a carriage made out of pumpkins shows up and she gets in.
 ### Answer: oh no!"
1116,"### Question: eight thousand yards decreasing.
 ### Answer: because i had."
1117,"### Question: she gets to the coach.
 ### Answer: yes."
1118,"### Question: okay.
 ### Answer: because i remember it but i can't say anything."
1119,"### Question: so and then he's leaving again with the umbrella.
 ### Answer: and."
1120,"### Question: okay.
 ### Answer: he says."
1121,"### Question: looking out the window he's not very happy.
 ### Answer: pen."
1122,"### Question: i mean i can tell you what i see which is some kind of a belt which he has around his left arm.
 ### Answer: maybe the boy is walking."
1123,"### Question: and put the top the other slice of bread on top.
 ### Answer: yes."
1124,"### Question: open it up.
 ### Answer: that's what."
1125,"### Question: the next day, the prince was frantically looking for the girl whose slipper it was, knowing that it was his true love.
 ### Answer: mother in a school."
1126,"### Question: i still do.
 ### Answer: i do it."
1127,"### Question: it was unspeakable.
 ### Answer: i grew grew up in east boston."
1128,"### Question: and she finds an old book of hers that tells her how to make a beautiful dress.
 ### Answer: they hafta see to get something because we have to go them."
1129,"### Question: the man has his daughter to his side.
 ### Answer: firstnamea is smart."
1130,"### Question: them brakes and how this spikes the box.
 ### Answer: eh firstnamede no firstnamede and firstnameda."
1131,"### Question: and then it started to pour.
 ### Answer: finished."
1132,"### Question: of course.
 ### Answer: and the the the friend the not friend the father the father was here in sear in sear."
1133,"### Question: and in the end the man whose window just got broken is looking outside to see who kicked a soccer ball through his window.
 ### Answer: no woo were dead."
1134,"### Question: which she did but that she hadta leave.
 ### Answer: yeah and that was i useta live down there."
1135,"### Question: and he goes over to the window.
 ### Answer: hmhm."
1136,"### Question: so they start to take the glass slipper over to cinderella.
 ### Answer: this boom."
1137,"### Question: and you could get jelly.
 ### Answer: no byebye."
1138,"### Question: and they her fairy godmother came to see her and said.
 ### Answer: but good job."
1139,"### Question: and is fixing to get her out of the water.
 ### Answer: rain."
1140,"### Question: it hits the window.
 ### Answer: and she says."
1141,"### Question: i'm not gonna take that umbrella.
 ### Answer: and then and then."
1142,"### Question: it knocks over a lamp.
 ### Answer: and she says."
1143,"### Question: and she's like.
 ### Answer: i don't know."
1144,"### Question: and they wanna try on the the shoe.
 ### Answer: i know."
1145,"### Question: and broke the window.
 ### Answer: oh boy oh boy!"
1146,"### Question: you're welcome.
 ### Answer: yeah yeah yes."
1147,"### Question: daughter was in her seatbelt.
 ### Answer: and then no more."
1148,"### Question: cinderella's dad got remarried.
 ### Answer: what a that?"
1149,"### Question: and they they said i couldn't go.
 ### Answer: and he didn't over there."
1150,"### Question: the soccer ball comes crashing through the window.
 ### Answer: bye."
1151,"### Question: he's gotten a ladder.
 ### Answer: a boy and girl."
1152,"### Question: she was not sposta be there.
 ### Answer: slipper."
1153,"### Question: and it's a very delicate glass slipper.
 ### Answer: why dude you do that?"
1154,"### Question: and it's starting to rain.
 ### Answer: talk."
1155,"### Question: and we had no religious services.
 ### Answer: docker."
1156,"### Question: and we were like.
 ### Answer: oh look at the kitty."
1157,"### Question: and it worked out very well because my children had known her forever.
 ### Answer: exercise the arm."
1158,"### Question: so he starts walking to school and sure enough the rain drops start coming down.
 ### Answer: sorry."
1159,"### Question: okay.
 ### Answer: so sorry."
1160,"### Question: you may wanna clean off the spoon or you can just roll with it.
 ### Answer: i don't know."
1161,"### Question: horse mice and birds.
 ### Answer: firstnamed."
1162,"### Question: what what what's harold gonna do?
 ### Answer: and slippers he had found the one."
1163,"### Question: it starts to rain.
 ### Answer: bread."
1164,"### Question: and the carriage will turn back into a pumpkin.
 ### Answer: yes doss."
1165,"### Question: rebroke his lamp.
 ### Answer: cinderella cook cleaning all over all over the house."
1166,"### Question: and she shows up downstairs when the prince is fitting the shoe onto the stepsisters' feet.
 ### Answer: and my friend firstnamet yep."
1167,"### Question: sure.
 ### Answer: oh okay."
1168,"### Question: but it didn't make any difference.
 ### Answer: he he chat she he ticked the tall."
1169,"### Question: they the the department had there's a lot of a lot of hard concentration for this department this package maintenance department.
 ### Answer: firstnamet my girlfriend."
1170,"### Question: do the cooking and cleaning.
 ### Answer: dance yay romance."
1171,"### Question: the other day mary went out to play.
 ### Answer: no."
1172,"### Question: the neighbor is sitting there watching television and notices a soccer ball come through his window and hit his lamp.
 ### Answer: promise."
1173,"### Question: and the little boy takes the umbrella and is off to school or wherever he was headed.
 ### Answer: and they and that."
1174,"### Question: so she turned.
 ### Answer: the stroke."
1175,"### Question: i had you know kind of felt my way around you know how things work down on the street by then.
 ### Answer: yes."
1176,"### Question: and the the rest of his team pulled him in by the rope.
 ### Answer: none none none none none."
1177,"### Question: and says.
 ### Answer: homeless i don't know i don't know."
1178,"### Question: and it's raining out.
 ### Answer: a ball soccer ball."
1179,"### Question: and well my name is firstname lastname.
 ### Answer: and jelly."
1180,"### Question: and the stepsisters or the stepmother really wanted the stepsisters to go.
 ### Answer: tried it on."
1181,"### Question: she had a good relationship with her pets.
 ### Answer: the dog."
1182,"### Question: she hadta do all the scrubbing and the cleaning while the the stepsisters went about their way and had the pretty clothes and all that.
 ### Answer: oh my goodness bye."
1183,"### Question: start?
 ### Answer: and the window holding the oh gosh holding the the ball."
1184,"### Question: she's.
 ### Answer: i don't even remember."
1185,"### Question: he gives it a good kick.
 ### Answer: thank you doe mutt."
1186,"### Question: oh okay.
 ### Answer: yeah."
1187,"### Question: and they get their gowns ready.
 ### Answer: i'm sorry."
1188,"### Question: there was there was a girl that was out hiking with her family.
 ### Answer: oh come look look is there, here."
